filename,Q_condition,item,inter_reading,GP_condition,participant
9.38FQN,True,38,3000,False,9
9.39FQN,True,39,2199,False,9
9.3EQN,True,3,3399,False,9
9.40FQN,True,40,3150,False,9
9.41FQN,True,41,4750,False,9
9.42FQN,True,42,3600,False,9
9.43FQN,True,43,2549,False,9
9.44FDN,False,44,1149,False,9
9.45FDN,False,45,2699,False,9
9.46FQN,True,46,3550,False,9
9.47FQN,True,47,1449,False,9
9.48FQN,True,48,3400,False,9
9.4EQY,True,4,6700,True,9
9.5EQN,True,5,3950,False,9
9.6EQY,True,6,1249,True,9
9.7EDY,False,7,5100,True,9
9.8EDY,False,8,4050,True,9
9.9EDN,False,9,749,False,9
