filename,participant,GP_condition,Q_condition,item,inter_reading,is_filler
2.29FQY,2,True,True,29,550,True
2.2EDY,2,True,False,2,0,False
2.30FDY,2,True,False,30,1400,True
2.31FDY,2,True,False,31,2550,True
2.32FDY,2,True,False,32,1650,True
2.33FDN,2,False,False,33,1050,True
2.34FQN,2,False,True,34,1550,True
2.35FDN,2,False,False,35,600,True
2.36FQN,2,False,True,36,1800,True
2.37FDN,2,False,False,37,1000,True
2.38FDN,2,False,False,38,1200,True
2.39FDN,2,False,False,39,1050,True
2.3EDY,2,True,False,3,1700,False
2.40FDN,2,False,False,40,750,True
2.41FDN,2,False,False,41,3550,True
2.42FDN,2,False,False,42,1000,True
2.43FDN,2,False,False,43,1750,True
2.44FQN,2,False,True,44,3400,True
2.45FQN,2,False,True,45,400,True
2.46FDN,2,False,False,46,2350,True
2.47FDN,2,False,False,47,1250,True
2.48FDN,2,False,False,48,550,True
2.4EDN,2,False,False,4,3450,False
2.5EDY,2,True,False,5,1600,False
2.6EDN,2,False,False,6,2650,False
2.7EQN,2,False,True,7,-1,False
2.8EQN,2,False,True,8,600,False
2.9EQY,2,True,True,9,2500,False
20.10EDN,20,False,False,10,7050,False
20.11EQY,20,True,True,11,-1,False
20.12EQN,20,False,True,12,14649,False
20.13EQY,20,True,True,13,2900,False
20.14EDY,20,True,False,14,3900,False
20.15EQN,20,False,True,15,2750,False
20.16EDY,20,True,False,16,2000,False
20.17FQY,20,True,True,17,3850,True
20.18FQY,20,True,True,18,699,True
20.19FQY,20,True,True,19,2650,True
20.1EQN,20,False,True,1,3750,False
20.20FQY,20,True,True,20,2699,True
20.21FQY,20,True,True,21,599,True
20.22FQY,20,True,True,22,599,True
20.23FQY,20,True,True,23,11449,True
20.24FQY,20,True,True,24,1499,True
20.25FDY,20,True,False,25,5999,True
20.26FQY,20,True,True,26,-2,True
20.27FQY,20,True,True,27,2450,True
20.28FQY,20,True,True,28,-2,True
20.29FQY,20,True,True,29,4750,True
20.2EDN,20,False,False,2,11899,False
20.30FDY,20,True,False,30,11950,True
20.31FDY,20,True,False,31,3699,True
20.32FDY,20,True,False,32,1949,True
20.33FDN,20,False,False,33,1149,True
20.34FQN,20,False,True,34,3650,True
20.35FDN,20,False,False,35,1600,True
20.36FQN,20,False,True,36,2099,True
20.37FDN,20,False,False,37,2049,True
20.38FDN,20,False,False,38,1449,True
20.39FDN,20,False,False,39,5650,True
20.3EDN,20,False,False,3,1249,False
20.40FDN,20,False,False,40,12149,True
20.41FDN,20,False,False,41,9950,True
20.42FDN,20,False,False,42,850,True
20.43FDN,20,False,False,43,2199,True
20.44FQN,20,False,True,44,2199,True
20.45FQN,20,False,True,45,4050,True
20.46FDN,20,False,False,46,2849,True
20.47FDN,20,False,False,47,12049,True
20.48FDN,20,False,False,48,1649,True
20.4EDY,20,True,False,4,3750,False
20.5EDN,20,False,False,5,10550,False
20.6EDY,20,True,False,6,3300,False
20.7EQY,20,True,True,7,1549,False
20.8EQY,20,True,True,8,9550,False
20.9EQN,20,False,True,9,949,False
201.10EQN,201,False,True,10,1099,False
201.11EDY,201,True,False,11,949,False
201.12EDN,201,False,False,12,799,False
201.13EDY,201,True,False,13,1450,False
201.14EQY,201,True,True,14,1650,False
201.15EDN,201,False,False,15,500,False
201.16EQY,201,True,True,16,1550,False
201.17FDY,201,True,False,17,1300,True
201.18FDY,201,True,False,18,1350,True
201.19FDY,201,True,False,19,850,True
201.1EDN,201,False,False,1,2100,False
201.20FDY,201,True,False,20,6850,True
201.21FDY,201,True,False,21,1700,True
201.22FDY,201,True,False,22,1050,True
201.23FDY,201,True,False,23,1150,True
201.24FDY,201,True,False,24,1100,True
201.25FQY,201,True,True,25,1200,True
201.26FDY,201,True,False,26,1200,True
201.27FDY,201,True,False,27,1700,True
201.28FDY,201,True,False,28,1000,True
201.29FDY,201,True,False,29,1200,True
201.2EQN,201,False,True,2,1050,False
201.30FQY,201,True,True,30,1350,True
201.31FQY,201,True,True,31,1600,True
201.32FQY,201,True,True,32,1550,True
201.33FQN,201,False,True,33,1150,True
201.34FDN,201,False,False,34,1850,True
201.35FQN,201,False,True,35,1200,True
201.36FDN,201,False,False,36,700,True
201.37FQN,201,False,True,37,1450,True
201.38FQN,201,False,True,38,1350,True
201.39FQN,201,False,True,39,1500,True
201.3EQN,201,False,True,3,1700,False
201.40FQN,201,False,True,40,4400,True
201.41FQN,201,False,True,41,1150,True
201.42FQN,201,False,True,42,3300,True
201.43FQN,201,False,True,43,1400,True
201.44FDN,201,False,False,44,700,True
201.45FDN,201,False,False,45,1250,True
201.46FQN,201,False,True,46,1150,True
201.47FQN,201,False,True,47,1400,True
201.48FQN,201,False,True,48,699,True
201.4EQY,201,True,True,4,1100,False
201.5EQN,201,False,True,5,1200,False
201.6EQY,201,True,True,6,1350,False
201.7EDY,201,True,False,7,1750,False
201.8EDY,201,True,False,8,1700,False
201.9EDN,201,False,False,9,750,False
203.10EQY,203,True,True,10,1200,False
203.11EDN,203,False,False,11,1949,False
203.12EDY,203,True,False,12,950,False
203.13EDN,203,False,False,13,800,False
203.14EQN,203,False,True,14,449,False
203.15EDY,203,True,False,15,450,False
203.16EQN,203,False,True,16,-1,False
203.17FDY,203,True,False,17,400,True
203.18FDY,203,True,False,18,0,True
203.19FDY,203,True,False,19,0,True
203.1EDY,203,True,False,1,0,False
203.20FDY,203,True,False,20,950,True
203.21FDY,203,True,False,21,1350,True
203.22FDY,203,True,False,22,0,True
203.23FDY,203,True,False,23,-1,True
203.24FDY,203,True,False,24,350,True
203.25FQY,203,True,True,25,1249,True
203.26FDY,203,True,False,26,2350,True
203.27FDY,203,True,False,27,-1,True
203.28FDY,203,True,False,28,0,True
203.29FDY,203,True,False,29,1450,True
203.2EQY,203,True,True,2,0,False
203.30FQY,203,True,True,30,550,True
203.31FQY,203,True,True,31,0,True
203.32FQY,203,True,True,32,2999,True
203.33FQN,203,False,True,33,0,True
203.34FDN,203,False,False,34,1250,True
203.35FQN,203,False,True,35,-1,True
203.36FDN,203,False,False,36,-1,True
203.37FQN,203,False,True,37,0,True
203.38FQN,203,False,True,38,1149,True
203.39FQN,203,False,True,39,0,True
203.3EQY,203,True,True,3,700,False
203.40FQN,203,False,True,40,700,True
203.41FQN,203,False,True,41,900,True
203.42FQN,203,False,True,42,600,True
203.43FQN,203,False,True,43,-1,True
203.44FDN,203,False,False,44,2299,True
203.45FDN,203,False,False,45,0,True
203.46FQN,203,False,True,46,850,True
203.47FQN,203,False,True,47,0,True
203.48FQN,203,False,True,48,550,True
203.4EQN,203,False,True,4,-1,False
203.5EQY,203,True,True,5,550,False
203.6EQN,203,False,True,6,950,False
203.7EDN,203,False,False,7,-1,False
203.8EDN,203,False,False,8,399,False
203.9EDY,203,True,False,9,400,False
204.10EDN,204,False,False,10,2400,False
204.11EQY,204,True,True,11,1949,False
204.12EQN,204,False,True,12,1800,False
204.13EQY,204,True,True,13,3900,False
204.14EDY,204,True,False,14,4000,False
204.15EQN,204,False,True,15,3450,False
204.16EDY,204,True,False,16,1500,False
204.17FQY,204,True,True,17,1850,True
204.18FQY,204,True,True,18,3450,True
204.19FQY,204,True,True,19,3250,True
204.1EQN,204,False,True,1,2850,False
204.20FQY,204,True,True,20,6800,True
204.21FQY,204,True,True,21,4850,True
204.22FQY,204,True,True,22,2300,True
204.23FQY,204,True,True,23,1200,True
204.24FQY,204,True,True,24,4500,True
204.25FDY,204,True,False,25,1850,True
204.26FQY,204,True,True,26,2750,True
204.27FQY,204,True,True,27,1450,True
204.28FQY,204,True,True,28,3050,True
204.29FQY,204,True,True,29,3700,True
204.2EDN,204,False,False,2,1900,False
204.30FDY,204,True,False,30,3100,True
204.31FDY,204,True,False,31,3300,True
204.32FDY,204,True,False,32,1200,True
204.33FDN,204,False,False,33,1650,True
204.34FQN,204,False,True,34,2150,True
204.35FDN,204,False,False,35,5250,True
204.36FQN,204,False,True,36,3150,True
204.37FDN,204,False,False,37,2950,True
204.38FDN,204,False,False,38,5000,True
204.39FDN,204,False,False,39,2700,True
204.3EDN,204,False,False,3,1100,False
204.40FDN,204,False,False,40,3100,True
204.41FDN,204,False,False,41,2450,True
204.42FDN,204,False,False,42,2300,True
204.43FDN,204,False,False,43,3850,True
204.44FQN,204,False,True,44,2700,True
204.45FQN,204,False,True,45,3350,True
204.46FDN,204,False,False,46,3700,True
204.47FDN,204,False,False,47,2200,True
204.48FDN,204,False,False,48,3350,True
204.4EDY,204,True,False,4,1850,False
204.5EDN,204,False,False,5,3950,False
204.6EDY,204,True,False,6,1750,False
204.7EQY,204,True,True,7,2450,False
204.8EQY,204,True,True,8,2850,False
204.9EQN,204,False,True,9,2450,False
205.10EQN,205,False,True,10,2650,False
205.11EDY,205,True,False,11,1700,False
205.12EDN,205,False,False,12,2800,False
205.13EDY,205,True,False,13,3500,False
205.14EQY,205,True,True,14,3450,False
205.15EDN,205,False,False,15,2550,False
205.16EQY,205,True,True,16,3200,False
205.17FDY,205,True,False,17,2550,True
205.18FDY,205,True,False,18,1950,True
205.19FDY,205,True,False,19,2050,True
205.1EDN,205,False,False,1,2700,False
205.20FDY,205,True,False,20,2900,True
205.21FDY,205,True,False,21,2200,True
205.22FDY,205,True,False,22,1700,True
205.23FDY,205,True,False,23,2100,True
205.24FDY,205,True,False,24,2350,True
205.25FQY,205,True,True,25,2650,True
205.26FDY,205,True,False,26,3600,True
205.27FDY,205,True,False,27,2300,True
205.28FDY,205,True,False,28,2150,True
205.29FDY,205,True,False,29,2850,True
205.2EQN,205,False,True,2,2500,False
205.30FQY,205,True,True,30,2950,True
205.31FQY,205,True,True,31,2900,True
205.32FQY,205,True,True,32,3400,True
205.33FQN,205,False,True,33,2750,True
205.34FDN,205,False,False,34,3850,True
205.35FQN,205,False,True,35,3800,True
205.36FDN,205,False,False,36,1850,True
205.37FQN,205,False,True,37,3350,True
205.38FQN,205,False,True,38,3400,True
205.39FQN,205,False,True,39,2900,True
205.3EQN,205,False,True,3,3300,False
205.40FQN,205,False,True,40,2850,True
205.41FQN,205,False,True,41,3450,True
205.42FQN,205,False,True,42,2450,True
205.43FQN,205,False,True,43,4450,True
205.44FDN,205,False,False,44,2850,True
205.45FDN,205,False,False,45,3050,True
205.46FQN,205,False,True,46,2400,True
205.47FQN,205,False,True,47,2900,True
205.48FQN,205,False,True,48,2250,True
205.4EQY,205,True,True,4,2650,False
205.5EQN,205,False,True,5,2850,False
205.6EQY,205,True,True,6,2450,False
205.7EDY,205,True,False,7,2850,False
205.8EDY,205,True,False,8,3650,False
205.9EDN,205,False,False,9,2850,False
206.10EDY,206,True,False,10,1400,False
206.11EQN,206,False,True,11,0,False
206.12EQY,206,True,True,12,400,False
206.13EQN,206,False,True,13,1750,False
206.14EDN,206,False,False,14,0,False
206.15EQY,206,True,True,15,1050,False
206.16EDN,206,False,False,16,550,False
206.17FQY,206,True,True,17,1450,True
206.18FQY,206,True,True,18,600,True
206.19FQY,206,True,True,19,1150,True
206.1EQY,206,True,True,1,500,False
206.20FQY,206,True,True,20,750,True
206.21FQY,206,True,True,21,2700,True
206.22FQY,206,True,True,22,0,True
206.23FQY,206,True,True,23,500,True
206.24FQY,206,True,True,24,450,True
206.25FDY,206,True,False,25,600,True
206.26FQY,206,True,True,26,0,True
206.27FQY,206,True,True,27,0,True
206.28FQY,206,True,True,28,450,True
206.29FQY,206,True,True,29,0,True
206.2EDY,206,True,False,2,900,False
206.30FDY,206,True,False,30,0,True
206.31FDY,206,True,False,31,850,True
206.32FDY,206,True,False,32,500,True
206.33FDN,206,False,False,33,0,True
206.34FQN,206,False,True,34,900,True
206.35FDN,206,False,False,35,550,True
206.36FQN,206,False,True,36,500,True
206.37FDN,206,False,False,37,500,True
206.38FDN,206,False,False,38,500,True
206.39FDN,206,False,False,39,550,True
206.3EDY,206,True,False,3,950,False
206.40FDN,206,False,False,40,1450,True
206.41FDN,206,False,False,41,450,True
206.42FDN,206,False,False,42,1450,True
206.43FDN,206,False,False,43,-1,True
206.44FQN,206,False,True,44,1300,True
206.45FQN,206,False,True,45,950,True
206.46FDN,206,False,False,46,400,True
206.47FDN,206,False,False,47,600,True
206.48FDN,206,False,False,48,450,True
206.4EDN,206,False,False,4,999,False
206.5EDY,206,True,False,5,1650,False
206.6EDN,206,False,False,6,0,False
206.7EQN,206,False,True,7,0,False
206.8EQN,206,False,True,8,0,False
206.9EQY,206,True,True,9,0,False
207.10EQY,207,True,True,10,2950,False
207.11EDN,207,False,False,11,5750,False
207.12EDY,207,True,False,12,5200,False
207.13EDN,207,False,False,13,3050,False
207.14EQN,207,False,True,14,3150,False
207.15EDY,207,True,False,15,3900,False
207.16EQN,207,False,True,16,3050,False
207.17FDY,207,True,False,17,2000,True
207.18FDY,207,True,False,18,3050,True
207.19FDY,207,True,False,19,2300,True
207.1EDY,207,True,False,1,3900,False
207.20FDY,207,True,False,20,2200,True
207.21FDY,207,True,False,21,2800,True
207.22FDY,207,True,False,22,2950,True
207.23FDY,207,True,False,23,3100,True
207.24FDY,207,True,False,24,3050,True
207.25FQY,207,True,True,25,2700,True
207.26FDY,207,True,False,26,5200,True
207.27FDY,207,True,False,27,4500,True
207.28FDY,207,True,False,28,3100,True
207.29FDY,207,True,False,29,2900,True
207.2EQY,207,True,True,2,2700,False
207.30FQY,207,True,True,30,3000,True
207.31FQY,207,True,True,31,2000,True
207.32FQY,207,True,True,32,3800,True
207.33FQN,207,False,True,33,4600,True
207.34FDN,207,False,False,34,3100,True
207.35FQN,207,False,True,35,4650,True
207.36FDN,207,False,False,36,2950,True
207.37FQN,207,False,True,37,3900,True
207.38FQN,207,False,True,38,2750,True
207.39FQN,207,False,True,39,2350,True
207.3EQY,207,True,True,3,5450,False
207.40FQN,207,False,True,40,3750,True
207.41FQN,207,False,True,41,2850,True
207.42FQN,207,False,True,42,2850,True
207.43FQN,207,False,True,43,3350,True
207.44FDN,207,False,False,44,3450,True
207.45FDN,207,False,False,45,3400,True
207.46FQN,207,False,True,46,9850,True
207.47FQN,207,False,True,47,3150,True
207.48FQN,207,False,True,48,2250,True
207.4EQN,207,False,True,4,2750,False
207.5EQY,207,True,True,5,4000,False
207.6EQN,207,False,True,6,3250,False
207.7EDN,207,False,False,7,1750,False
207.8EDN,207,False,False,8,3000,False
207.9EDY,207,True,False,9,3050,False
208.10EDN,208,False,False,10,1900,False
208.11EQY,208,True,True,11,1700,False
208.12EQN,208,False,True,12,2450,False
208.13EQY,208,True,True,13,1550,False
208.14EDY,208,True,False,14,2600,False
208.15EQN,208,False,True,15,1950,False
208.16EDY,208,True,False,16,1800,False
208.17FQY,208,True,True,17,2150,True
208.18FQY,208,True,True,18,3650,True
208.19FQY,208,True,True,19,2800,True
208.1EQN,208,False,True,1,1700,False
208.20FQY,208,True,True,20,2100,True
208.21FQY,208,True,True,21,3850,True
208.22FQY,208,True,True,22,3500,True
208.23FQY,208,True,True,23,1750,True
208.24FQY,208,True,True,24,1700,True
208.25FDY,208,True,False,25,1700,True
208.26FQY,208,True,True,26,2100,True
208.27FQY,208,True,True,27,1300,True
208.28FQY,208,True,True,28,1450,True
208.29FQY,208,True,True,29,4150,True
208.2EDN,208,False,False,2,2350,False
208.30FDY,208,True,False,30,3700,True
208.31FDY,208,True,False,31,2100,True
208.32FDY,208,True,False,32,2000,True
208.33FDN,208,False,False,33,1850,True
208.34FQN,208,False,True,34,2150,True
208.35FDN,208,False,False,35,3300,True
208.36FQN,208,False,True,36,1750,True
208.37FDN,208,False,False,37,1750,True
208.38FDN,208,False,False,38,3800,True
208.39FDN,208,False,False,39,2100,True
208.3EDN,208,False,False,3,2650,False
208.40FDN,208,False,False,40,2600,True
208.41FDN,208,False,False,41,2350,True
208.42FDN,208,False,False,42,2250,True
208.43FDN,208,False,False,43,1900,True
208.44FQN,208,False,True,44,2550,True
208.45FQN,208,False,True,45,2250,True
208.46FDN,208,False,False,46,1650,True
208.47FDN,208,False,False,47,2300,True
208.48FDN,208,False,False,48,2550,True
208.4EDY,208,True,False,4,3100,False
208.5EDN,208,False,False,5,1800,False
208.6EDY,208,True,False,6,2550,False
208.7EQY,208,True,True,7,2100,False
208.8EQY,208,True,True,8,2150,False
208.9EQN,208,False,True,9,2050,False
209.10EQN,209,False,True,10,1300,False
209.11EDY,209,True,False,11,1900,False
209.12EDN,209,False,False,12,850,False
209.13EDY,209,True,False,13,2100,False
209.14EQY,209,True,True,14,2800,False
209.15EDN,209,False,False,15,1050,False
209.16EQY,209,True,True,16,950,False
209.17FDY,209,True,False,17,2850,True
209.18FDY,209,True,False,18,3000,True
209.19FDY,209,True,False,19,700,True
209.1EDN,209,False,False,1,900,False
209.20FDY,209,True,False,20,1800,True
209.21FDY,209,True,False,21,1550,True
209.22FDY,209,True,False,22,1550,True
209.23FDY,209,True,False,23,1050,True
209.24FDY,209,True,False,24,950,True
209.25FQY,209,True,True,25,1250,True
209.26FDY,209,True,False,26,2100,True
209.27FDY,209,True,False,27,1100,True
209.28FDY,209,True,False,28,2950,True
209.29FDY,209,True,False,29,2250,True
209.2EQN,209,False,True,2,1800,False
209.30FQY,209,True,True,30,1400,True
209.31FQY,209,True,True,31,1900,True
209.32FQY,209,True,True,32,2800,True
209.33FQN,209,False,True,33,1700,True
209.34FDN,209,False,False,34,1200,True
209.35FQN,209,False,True,35,2800,True
209.36FDN,209,False,False,36,400,True
209.37FQN,209,False,True,37,2300,True
209.38FQN,209,False,True,38,2200,True
209.39FQN,209,False,True,39,1200,True
209.3EQN,209,False,True,3,1850,False
209.40FQN,209,False,True,40,1400,True
209.41FQN,209,False,True,41,1400,True
209.42FQN,209,False,True,42,4200,True
209.43FQN,209,False,True,43,1950,True
209.44FDN,209,False,False,44,2600,True
209.45FDN,209,False,False,45,0,True
209.46FQN,209,False,True,46,2500,True
209.47FQN,209,False,True,47,2850,True
209.48FQN,209,False,True,48,1100,True
209.4EQY,209,True,True,4,2200,False
209.5EQN,209,False,True,5,1500,False
209.6EQY,209,True,True,6,3250,False
209.7EDY,209,True,False,7,1450,False
209.8EDY,209,True,False,8,1200,False
209.9EDN,209,False,False,9,3450,False
21.10EQN,21,False,True,10,6900,False
21.11EDY,21,True,False,11,2900,False
21.12EDN,21,False,False,12,2499,False
21.13EDY,21,True,False,13,500,False
21.14EQY,21,True,True,14,2450,False
21.15EDN,21,False,False,15,2900,False
21.16EQY,21,True,True,16,1350,False
21.17FDY,21,True,False,17,0,True
21.18FDY,21,True,False,18,649,True
21.19FDY,21,True,False,19,6150,True
21.1EDN,21,False,False,1,800,False
21.20FDY,21,True,False,20,3250,True
21.21FDY,21,True,False,21,3300,True
21.22FDY,21,True,False,22,700,True
21.23FDY,21,True,False,23,2250,True
21.24FDY,21,True,False,24,2950,True
21.25FQY,21,True,True,25,2200,True
21.26FDY,21,True,False,26,3749,True
21.27FDY,21,True,False,27,1700,True
21.28FDY,21,True,False,28,3600,True
21.29FDY,21,True,False,29,12800,True
21.2EQN,21,False,True,2,-1,False
21.30FQY,21,True,True,30,-1,True
21.31FQY,21,True,True,31,4349,True
21.32FQY,21,True,True,32,2600,True
21.33FQN,21,False,True,33,2600,True
21.34FDN,21,False,False,34,3300,True
21.35FQN,21,False,True,35,800,True
21.36FDN,21,False,False,36,2499,True
21.37FQN,21,False,True,37,9300,True
21.38FQN,21,False,True,38,7100,True
21.39FQN,21,False,True,39,5600,True
21.3EQN,21,False,True,3,2650,False
21.40FQN,21,False,True,40,4600,True
21.41FQN,21,False,True,41,4000,True
21.42FQN,21,False,True,42,3799,True
21.43FQN,21,False,True,43,12450,True
21.44FDN,21,False,False,44,4700,True
21.45FDN,21,False,False,45,1900,True
21.46FQN,21,False,True,46,650,True
21.47FQN,21,False,True,47,4300,True
21.48FQN,21,False,True,48,5050,True
21.4EQY,21,True,True,4,550,False
21.5EQN,21,False,True,5,11750,False
21.6EQY,21,True,True,6,5300,False
21.7EDY,21,True,False,7,1700,False
21.8EDY,21,True,False,8,0,False
21.9EDN,21,False,False,9,1700,False
210.10EDY,210,True,False,10,2150,False
210.11EQN,210,False,True,11,5350,False
210.12EQY,210,True,True,12,1700,False
210.13EQN,210,False,True,13,2000,False
210.14EDN,210,False,False,14,2650,False
210.15EQY,210,True,True,15,2350,False
210.16EDN,210,False,False,16,1550,False
210.17FQY,210,True,True,17,4800,True
210.18FQY,210,True,True,18,2550,True
210.19FQY,210,True,True,19,4600,True
210.1EQY,210,True,True,1,1900,False
210.20FQY,210,True,True,20,2250,True
210.21FQY,210,True,True,21,2650,True
210.22FQY,210,True,True,22,1250,True
210.23FQY,210,True,True,23,3950,True
210.24FQY,210,True,True,24,2650,True
210.25FDY,210,True,False,25,500,True
210.26FQY,210,True,True,26,5800,True
210.27FQY,210,True,True,27,5400,True
210.28FQY,210,True,True,28,4850,True
210.29FQY,210,True,True,29,0,True
210.2EDY,210,True,False,2,1800,False
210.30FDY,210,True,False,30,1450,True
210.31FDY,210,True,False,31,2100,True
210.32FDY,210,True,False,32,1100,True
210.33FDN,210,False,False,33,1950,True
210.34FQN,210,False,True,34,2650,True
210.35FDN,210,False,False,35,2000,True
210.36FQN,210,False,True,36,1250,True
210.37FDN,210,False,False,37,3300,True
210.38FDN,210,False,False,38,5500,True
210.39FDN,210,False,False,39,1800,True
210.3EDY,210,True,False,3,4350,False
210.40FDN,210,False,False,40,2600,True
210.41FDN,210,False,False,41,3750,True
210.42FDN,210,False,False,42,2650,True
210.43FDN,210,False,False,43,1600,True
210.44FQN,210,False,True,44,1200,True
210.45FQN,210,False,True,45,3500,True
210.46FDN,210,False,False,46,4050,True
210.47FDN,210,False,False,47,2150,True
210.48FDN,210,False,False,48,1500,True
210.4EDN,210,False,False,4,3800,False
210.5EDY,210,True,False,5,2700,False
210.6EDN,210,False,False,6,1250,False
210.7EQN,210,False,True,7,2600,False
210.8EQN,210,False,True,8,8850,False
210.9EQY,210,True,True,9,4400,False
212.10EDN,212,False,False,10,5700,False
212.11EQY,212,True,True,11,0,False
212.12EQN,212,False,True,12,500,False
212.13EQY,212,True,True,13,1650,False
212.14EDY,212,True,False,14,1200,False
212.15EQN,212,False,True,15,1350,False
212.16EDY,212,True,False,16,4050,False
212.17FQY,212,True,True,17,1500,True
212.18FQY,212,True,True,18,1500,True
212.19FQY,212,True,True,19,950,True
212.1EQN,212,False,True,1,2900,False
212.20FQY,212,True,True,20,2350,True
212.21FQY,212,True,True,21,2250,True
212.22FQY,212,True,True,22,1300,True
212.23FQY,212,True,True,23,1600,True
212.24FQY,212,True,True,24,3450,True
212.25FDY,212,True,False,25,800,True
212.26FQY,212,True,True,26,2750,True
212.27FQY,212,True,True,27,3750,True
212.28FQY,212,True,True,28,500,True
212.29FQY,212,True,True,29,300,True
212.2EDN,212,False,False,2,1100,False
212.30FDY,212,True,False,30,1650,True
212.31FDY,212,True,False,31,4200,True
212.32FDY,212,True,False,32,2450,True
212.33FDN,212,False,False,33,750,True
212.34FQN,212,False,True,34,1850,True
212.35FDN,212,False,False,35,550,True
212.36FQN,212,False,True,36,4800,True
212.37FDN,212,False,False,37,550,True
212.38FDN,212,False,False,38,1150,True
212.39FDN,212,False,False,39,750,True
212.3EDN,212,False,False,3,400,False
212.40FDN,212,False,False,40,2000,True
212.41FDN,212,False,False,41,450,True
212.42FDN,212,False,False,42,1250,True
212.43FDN,212,False,False,43,1300,True
212.44FQN,212,False,True,44,1800,True
212.45FQN,212,False,True,45,950,True
212.46FDN,212,False,False,46,1100,True
212.47FDN,212,False,False,47,500,True
212.48FDN,212,False,False,48,2600,True
212.4EDY,212,True,False,4,3850,False
212.5EDN,212,False,False,5,550,False
212.6EDY,212,True,False,6,3650,False
212.7EQY,212,True,True,7,6850,False
212.8EQY,212,True,True,8,4250,False
212.9EQN,212,False,True,9,750,False
214.10EDY,214,True,False,10,1800,False
214.11EQN,214,False,True,11,5100,False
214.12EQY,214,True,True,12,4350,False
214.13EQN,214,False,True,13,4200,False
214.14EDN,214,False,False,14,2400,False
214.15EQY,214,True,True,15,3350,False
214.16EDN,214,False,False,16,1850,False
214.17FQY,214,True,True,17,9700,True
214.18FQY,214,True,True,18,4800,True
214.19FQY,214,True,True,19,2350,True
214.1EQY,214,True,True,1,3150,False
214.20FQY,214,True,True,20,1800,True
214.21FQY,214,True,True,21,6450,True
214.22FQY,214,True,True,22,1600,True
214.23FQY,214,True,True,23,3600,True
214.24FQY,214,True,True,24,2550,True
214.25FDY,214,True,False,25,3450,True
214.26FQY,214,True,True,26,3300,True
214.27FQY,214,True,True,27,3000,True
214.28FQY,214,True,True,28,3900,True
214.29FQY,214,True,True,29,3100,True
214.2EDY,214,True,False,2,16950,False
214.30FDY,214,True,False,30,7750,True
214.31FDY,214,True,False,31,4050,True
214.32FDY,214,True,False,32,1250,True
214.33FDN,214,False,False,33,800,True
214.34FQN,214,False,True,34,4700,True
214.35FDN,214,False,False,35,2200,True
214.36FQN,214,False,True,36,2600,True
214.37FDN,214,False,False,37,5150,True
214.38FDN,214,False,False,38,2200,True
214.39FDN,214,False,False,39,3050,True
214.3EDY,214,True,False,3,1850,False
214.40FDN,214,False,False,40,1450,True
214.41FDN,214,False,False,41,1300,True
214.42FDN,214,False,False,42,7450,True
214.43FDN,214,False,False,43,5400,True
214.44FQN,214,False,True,44,4650,True
214.45FQN,214,False,True,45,3600,True
214.46FDN,214,False,False,46,3650,True
214.47FDN,214,False,False,47,2750,True
214.48FDN,214,False,False,48,4900,True
214.4EDN,214,False,False,4,1100,False
214.5EDY,214,True,False,5,4900,False
214.6EDN,214,False,False,6,5050,False
214.7EQN,214,False,True,7,5900,False
214.8EQN,214,False,True,8,3100,False
214.9EQY,214,True,True,9,1000,False
215.10EQY,215,True,True,10,3650,False
215.11EDN,215,False,False,11,2700,False
215.12EDY,215,True,False,12,3950,False
215.13EDN,215,False,False,13,3200,False
215.14EQN,215,False,True,14,2050,False
215.15EDY,215,True,False,15,2750,False
215.16EQN,215,False,True,16,3450,False
215.17FDY,215,True,False,17,3000,True
215.18FDY,215,True,False,18,3250,True
215.19FDY,215,True,False,19,2250,True
215.1EDY,215,True,False,1,4900,False
215.20FDY,215,True,False,20,4000,True
215.21FDY,215,True,False,21,2550,True
215.22FDY,215,True,False,22,2500,True
215.23FDY,215,True,False,23,2750,True
215.24FDY,215,True,False,24,3000,True
215.25FQY,215,True,True,25,1900,True
215.26FDY,215,True,False,26,6000,True
215.27FDY,215,True,False,27,2750,True
215.28FDY,215,True,False,28,3050,True
215.29FDY,215,True,False,29,6550,True
215.2EQY,215,True,True,2,2250,False
215.30FQY,215,True,True,30,2950,True
215.31FQY,215,True,True,31,3950,True
215.32FQY,215,True,True,32,3100,True
215.33FQN,215,False,True,33,5600,True
215.34FDN,215,False,False,34,3250,True
215.35FQN,215,False,True,35,4350,True
215.36FDN,215,False,False,36,3250,True
215.37FQN,215,False,True,37,4800,True
215.38FQN,215,False,True,38,2850,True
215.39FQN,215,False,True,39,4300,True
215.3EQY,215,True,True,3,6750,False
215.40FQN,215,False,True,40,2950,True
215.41FQN,215,False,True,41,2300,True
215.42FQN,215,False,True,42,3450,True
215.43FQN,215,False,True,43,2900,True
215.44FDN,215,False,False,44,3000,True
215.45FDN,215,False,False,45,4100,True
215.46FQN,215,False,True,46,4850,True
215.47FQN,215,False,True,47,2000,True
215.48FQN,215,False,True,48,3850,True
215.4EQN,215,False,True,4,3150,False
215.5EQY,215,True,True,5,3050,False
215.6EQN,215,False,True,6,3500,False
215.7EDN,215,False,False,7,3250,False
215.8EDN,215,False,False,8,1800,False
215.9EDY,215,True,False,9,5700,False
22.10EDY,22,True,False,10,2200,False
22.11EQN,22,False,True,11,-2,False
22.12EQY,22,True,True,12,-1,False
22.13EQN,22,False,True,13,6049,False
